n,number_of_clusters,does_span,total_cluster_area,occupation_prob
2436,1449,False,0.4559510972139646,0.162389174055063
2437,1449,False,0.4559510972405563,0.1624558362775815
2438,1450,False,0.45595109732718425,0.1625224985001
2439,1451,False,0.4559510973295875,0.1625891607226185
2440,1452,False,0.45595109764712105,0.162655822945137
2441,1453,False,0.455951097647123,0.1627224851676555
2442,1454,False,0.45595109767986786,0.162789147390174
2443,1454,False,0.45595109767989345,0.1628558096126925
2444,1455,False,0.4559510988060886,0.162922471835211
2445,1455,False,0.4559510990762525,0.1629891340577295
2446,1454,False,0.4559510994470833,0.163055796280248
2447,1455,False,0.4559510994470888,0.1631224585027665
2448,1456,False,0.4559510994470892,0.163189120725285
2449,1456,False,0.4559511639658037,0.1632557829478035
2450,1456,False,0.45595116414672876,0.163322445170322
2451,1456,False,0.45595116415100756,0.1633891073928405
2452,1456,False,0.455962953680366,0.163455769615359
2453,1457,False,0.4559629719948479,0.16352243183787749
2454,1457,False,0.4559629721856281,0.16358909406039598
2455,1457,False,0.4559629727691038,0.16365575628291448
2456,1457,False,0.4559629819911586,0.16372241850543298
2457,1458,False,0.45596318064684593,0.16378908072795148
2458,1457,False,0.4559631842530149,0.16385574295046998
2459,1457,False,0.4559631842555177,0.16392240517298848
2460,1457,False,0.4559631842555193,0.16398906739550698
2461,1457,False,0.4559631843904459,0.16405572961802548
2462,1458,False,0.45596318513218315,0.16412239184054397
2463,1458,False,0.4559631851335058,0.16418905406306247
2464,1459,False,0.45596318544063996,0.16425571628558097
2465,1459,False,0.45596379764196693,0.16432237850809947
2466,1459,False,0.4559637976562802,0.16438904073061797
2467,1459,False,0.4559642074135964,0.16445570295313647
2468,1460,False,0.4559642074580519,0.16452236517565497
2469,1461,False,0.4559642074611655,0.16458902739817347
2470,1462,False,0.4559642074631798,0.16465568962069196
2471,1462,False,0.455964207463182,0.16472235184321046
2472,1462,False,0.45596420746318345,0.16478901406572896
2473,1462,False,0.4559642111369679,0.16485567628824746
2474,1462,False,0.45596421113700014,0.16492233851076596
2475,1462,False,0.45596421113700136,0.16498900073328446
2476,1462,False,0.4559642124085564,0.16505566295580296
2477,1462,False,0.45596439904040653,0.16512232517832146
2478,1461,False,0.4559643990404138,0.16518898740083995
2479,1461,False,0.4559644274075613,0.16525564962335845
2480,1461,False,0.4559644274280841,0.16532231184587695
2481,1460,False,0.4559644274290013,0.16538897406839545
2482,1460,False,0.45596442743053633,0.16545563629091395
2483,1461,False,0.45596442743150223,0.16552229851343245
2484,1460,False,0.45596442760456046,0.16558896073595095
2485,1460,False,0.45596444664595237,0.16565562295846945
2486,1460,False,0.45596444664656177,0.16572228518098794
2487,1461,False,0.45596448563641834,0.16578894740350644
2488,1461,False,0.4559644856645361,0.16585560962602494
2489,1461,False,0.455964489998393,0.16592227184854344
2490,1461,False,0.4559644900977362,0.16598893407106194
2491,1460,False,0.45596449010356643,0.16605559629358044
2492,1460,False,0.4559889798177494,0.16612225851609894
2493,1460,False,0.45598898369944973,0.16618892073861743
2494,1458,False,0.45598970603853933,0.16625558296113593
2495,1458,False,0.4559961265811244,0.16632224518365443
2496,1459,False,0.4559961283576335,0.16638890740617293
2497,1459,False,0.4559961353329957,0.16645556962869143
2498,1460,False,0.4559961354912031,0.16652223185120993
2499,1461,False,0.4559961354919734,0.16658889407372843
2500,1461,False,0.4559961354919759,0.16665555629624693
2501,1461,False,0.45599837733020265,0.16672221851876542
2502,1461,False,0.4559983773302453,0.16678888074128392
2503,1462,False,0.45599837733070797,0.16685554296380242
2504,1463,False,0.45600444621166497,0.16692220518632092
2505,1463,False,0.456004446211744,0.16698886740883942
2506,1463,False,0.4560044462664727,0.16705552963135792
2507,1464,False,0.4560044462677286,0.16712219185387642
2508,1464,False,0.456004446267759,0.16718885407639492
2509,1465,False,0.45600444626775904,0.16725551629891341
2510,1465,False,0.4560046262500743,0.1673221785214319
2511,1466,False,0.4560076423254411,0.1673888407439504
2512,1466,False,0.4560076425418003,0.1674555029664689
2513,1466,False,0.45600764254180554,0.1675221651889874
2514,1465,False,0.45601060316596387,0.1675888274115059
2515,1465,False,0.4560106033460256,0.1676554896340244
2516,1465,False,0.45601066629018483,0.1677221518565429
2517,1465,False,0.4560106681970715,0.1677888140790614
2518,1466,False,0.4560108429943571,0.1678554763015799
2519,1466,False,0.45601086602338925,0.1679221385240984
2520,1467,False,0.4560109174955915,0.1679888007466169
2521,1467,False,0.45601091749780825,0.1680554629691354
2522,1467,False,0.4560109180978253,0.1681221251916539
2523,1468,False,0.45601095655005097,0.1681887874141724
2524,1468,False,0.45601095655107027,0.1682554496366909
2525,1467,False,0.4560109565510854,0.1683221118592094
2526,1467,False,0.4560109580098712,0.1683887740817279
2527,1468,False,0.4560109580098738,0.1684554363042464
2528,1469,False,0.45601125290399247,0.1685220985267649
2529,1470,False,0.4560112529755411,0.1685887607492834
2530,1470,False,0.45601125297555606,0.1686554229718019
2531,1469,False,0.45601125297645334,0.1687220851943204
2532,1469,False,0.4560150424684642,0.16878874741683889
2533,1470,False,0.45601504276525096,0.16885540963935738
2534,1469,False,0.45601504277728167,0.16892207186187588
2535,1469,False,0.45601504281546323,0.16898873408439438
2536,1470,False,0.4560150428155961,0.16905539630691288
2537,1470,False,0.4560150428463319,0.16912205852943138
2538,1470,False,0.4560150428569352,0.16918872075194988
2539,1470,False,0.456015043376066,0.16925538297446838
2540,1471,False,0.45601504526611847,0.16932204519698688
2541,1471,False,0.456015045266227,0.16938870741950537
2542,1471,False,0.45601504526640807,0.16945536964202387
2543,1471,False,0.456015045266434,0.16952203186454237
2544,1470,False,0.45601504664634285,0.16958869408706087
2545,1471,False,0.45601504822409017,0.16965535630957937
2546,1471,False,0.456015048432817,0.16972201853209787
2547,1471,False,0.4560150484492112,0.16978868075461637
2548,1471,False,0.4560150484492112,0.16985534297713487
2549,1471,False,0.45601511777906933,0.16992200519965336
2550,1471,False,0.4560311733543501,0.16998866742217186
2551,1472,False,0.456031222083336,0.17005532964469036
2552,1471,False,0.4560312220833435,0.17012199186720886
2553,1470,False,0.45603122208906777,0.17018865408972736
2554,1469,False,0.4560313852537854,0.17025531631224586
2555,1469,False,0.4560313852748353,0.17032197853476436
2556,1469,False,0.4560314521790293,0.17038864075728286
2557,1469,False,0.4560326616510013,0.17045530297980135
2558,1469,False,0.45603267169845846,0.17052196520231985
2559,1470,False,0.45603267172551437,0.17058862742483835
2560,1470,False,0.45603267199903796,0.17065528964735685
2561,1470,False,0.45603267199907055,0.17072195186987535
2562,1470,False,0.4560326719990708,0.17078861409239385
2563,1470,False,0.45603267200023584,0.17085527631491235
2564,1471,False,0.45603267200025777,0.17092193853743085
2565,1472,False,0.45603267520137436,0.17098860075994934
2566,1473,False,0.4560347849427082,0.17105526298246784
2567,1473,False,0.4560347885652073,0.17112192520498634
2568,1474,False,0.4560348343523265,0.17118858742750484
2569,1474,False,0.4560348344493848,0.17125524965002334
2570,1474,False,0.4560348348701566,0.17132191187254184
2571,1474,False,0.45603483504867254,0.17138857409506034
2572,1474,False,0.4560348350486742,0.17145523631757884
2573,1475,False,0.4560348459986259,0.17152189854009733
2574,1474,False,0.4560348459986265,0.17158856076261583
2575,1474,False,0.4560348463059804,0.17165522298513433
2576,1475,False,0.4560348463290817,0.17172188520765283
2577,1475,False,0.4560348463291032,0.17178854743017133
2578,1475,False,0.45603484638006286,0.17185520965268983
2579,1475,False,0.45603484639631475,0.17192187187520833
2580,1475,False,0.4560348489012275,0.17198853409772683
2581,1475,False,0.4560348493320845,0.17205519632024532
2582,1476,False,0.45603484933218447,0.17212185854276382
2583,1475,False,0.45603650287277436,0.17218852076528232
2584,1474,False,0.4560365028769897,0.17225518298780082
2585,1474,False,0.45603650287698977,0.17232184521031932
2586,1474,False,0.456036502971651,0.17238850743283782
2587,1475,False,0.4560365029720834,0.17245516965535632
2588,1475,False,0.45603650352802183,0.17252183187787481
2589,1475,False,0.4560368141190834,0.1725884941003933
2590,1476,False,0.45603681440024063,0.1726551563229118
2591,1477,False,0.4560368144042029,0.1727218185454303
2592,1477,False,0.4560368232953334,0.1727884807679488
2593,1477,False,0.45603702987636474,0.1728551429904673
2594,1477,False,0.456037076789702,0.1729218052129858
2595,1477,False,0.4560375802433738,0.1729884674355043
2596,1477,False,0.45603759562284457,0.1730551296580228
2597,1478,False,0.45603759562330287,0.1731217918805413
2598,1479,False,0.4560376244033879,0.1731884541030598
2599,1479,False,0.4560376244033889,0.1732551163255783
2600,1479,False,0.45603774935211194,0.1733217785480968
2601,1480,False,0.45604346065855356,0.1733884407706153
2602,1480,False,0.4560434612766238,0.1734551029931338
2603,1479,False,0.45604350415405087,0.1735217652156523
2604,1479,False,0.45604350415405104,0.1735884274381708
2605,1478,False,0.4560435041540855,0.1736550896606893
2606,1479,False,0.45604350415468353,0.1737217518832078
2607,1479,False,0.45604350427333595,0.1737884141057263
2608,1478,False,0.4560502066371962,0.1738550763282448
2609,1478,False,0.45605020978349314,0.1739217385507633
2610,1479,False,0.4560502107013022,0.1739884007732818
2611,1478,False,0.45605021070130763,0.17405506299580029
2612,1478,False,0.4560502107042541,0.17412172521831878
2613,1478,False,0.4560502107072868,0.17418838744083728
2614,1479,False,0.45605021080440256,0.17425504966335578
2615,1479,False,0.4560502108044195,0.17432171188587428
2616,1479,False,0.4560502108044195,0.17438837410839278
2617,1479,False,0.4560502112899488,0.17445503633091128
2618,1480,False,0.4560502112992914,0.17452169855342978
2619,1480,False,0.45605021129975004,0.17458836077594828
2620,1481,False,0.45605021129975193,0.17465502299846677
2621,1479,False,0.45605021129975337,0.17472168522098527
2622,1480,False,0.45605182275319855,0.17478834744350377
2623,1481,False,0.45605182314289605,0.17485500966602227
2624,1481,False,0.45605182367075897,0.17492167188854077
2625,1482,False,0.4560518237444954,0.17498833411105927
2626,1481,False,0.45609298768113804,0.17505499633357777
2627,1482,False,0.4560929882843952,0.17512165855609627
2628,1482,False,0.45609298828440026,0.17518832077861476
2629,1481,False,0.45609298831214484,0.17525498300113326
2630,1481,False,0.45609312554316883,0.17532164522365176
2631,1481,False,0.45609312554322584,0.17538830744617026
2632,1481,False,0.45609319350513083,0.17545496966868876
2633,1481,False,0.45609319350513094,0.17552163189120726
2634,1481,False,0.4560931935170831,0.17558829411372576
2635,1482,False,0.45609319355493283,0.17565495633624426
2636,1482,False,0.45609396570406824,0.17572161855876275
2637,1483,False,0.45609396570406835,0.17578828078128125
2638,1483,False,0.45609396662316776,0.17585494300379975
2639,1484,False,0.45609396686559234,0.17592160522631825
2640,1484,False,0.45609396712515105,0.17598826744883675
2641,1484,False,0.4560958600884458,0.17605492967135525
2642,1484,False,0.4560958604920176,0.17612159189387375
2643,1484,False,0.45609586049244366,0.17618825411639225
2644,1484,False,0.4560958604930164,0.17625491633891074
2645,1484,False,0.4560958604930721,0.17632157856142924
2646,1485,False,0.45609586049307227,0.17638824078394774
2647,1485,False,0.45609586049308004,0.17645490300646624
2648,1486,False,0.45609586051319695,0.17652156522898474
2649,1486,False,0.4560958628328327,0.17658822745150324
2650,1486,False,0.45609586283327885,0.17665488967402174
2651,1487,False,0.4560958628430394,0.17672155189654024
2652,1488,False,0.4560958628461387,0.17678821411905873
2653,1487,False,0.4560958959393394,0.17685487634157723
2654,1488,False,0.4560959921587672,0.17692153856409573
2655,1488,False,0.45609625528649406,0.17698820078661423
2656,1488,False,0.4560962569199957,0.17705486300913273
2657,1488,False,0.4560962569202258,0.17712152523165123
2658,1488,False,0.45609625693401673,0.17718818745416973
2659,1489,False,0.45609625693700134,0.17725484967668823
2660,1490,False,0.45609625694324796,0.17732151189920672
2661,1491,False,0.4560962569432565,0.17738817412172522
2662,1490,False,0.45609625694351286,0.17745483634424372
2663,1491,False,0.4560962569435143,0.17752149856676222
2664,1492,False,0.4560962578074709,0.17758816078928072
2665,1493,False,0.45609625780813173,0.17765482301179922
2666,1494,False,0.45609701356658244,0.17772148523431772
2667,1493,False,0.4560970135666087,0.17778814745683622
2668,1494,False,0.45609701356682364,0.17785480967935471
2669,1495,False,0.45609701357235033,0.1779214719018732
2670,1495,False,0.45609701357235033,0.1779881341243917
2671,1495,False,0.4560970136054868,0.1780547963469102
2672,1494,False,0.45609701361801114,0.1781214585694287
2673,1494,False,0.4561256910531527,0.1781881207919472
2674,1493,False,0.45612570123138885,0.1782547830144657
2675,1494,False,0.4561257012314023,0.1783214452369842
2676,1495,False,0.45612570172532435,0.1783881074595027
2677,1495,False,0.45612570446207684,0.1784547696820212
2678,1496,False,0.45612570446217926,0.1785214319045397
2679,1496,False,0.45612570708981937,0.1785880941270582
2680,1496,False,0.4561286203555763,0.1786547563495767
2681,1497,False,0.45612862063942644,0.1787214185720952
2682,1497,False,0.45612862065000515,0.1787880807946137
2683,1497,False,0.4561286206620038,0.1788547430171322
2684,1498,False,0.45612862067034526,0.1789214052396507
2685,1499,False,0.4561286206703928,0.1789880674621692
2686,1500,False,0.45612862906480595,0.1790547296846877
2687,1500,False,0.4561286507955086,0.1791213919072062
2688,1500,False,0.4561286507955086,0.1791880541297247
2689,1501,False,0.45612865157471166,0.1792547163522432
2690,1502,False,0.4561286517103828,0.1793213785747617
2691,1501,False,0.45612874487053195,0.17938804079728018
2692,1501,False,0.45612874510432094,0.17945470301979868
2693,1502,False,0.45612874510432094,0.17952136524231718
2694,1502,False,0.45612874510436086,0.17958802746483568
2695,1502,False,0.4561287451043641,0.17965468968735418
2696,1502,False,0.45612874510440105,0.17972135190987268
2697,1502,False,0.45612874510443874,0.17978801413239118
2698,1503,False,0.4561287459592695,0.17985467635490968
2699,1503,False,0.45612875455315677,0.17992133857742817
2700,1504,False,0.45612875455502006,0.17998800079994667
2701,1504,False,0.45612875457477897,0.18005466302246517
2702,1504,False,0.4561287606700821,0.18012132524498367
2703,1504,False,0.456128760744877,0.18018798746750217
2704,1505,False,0.45612876074553693,0.18025464969002067
2705,1505,False,0.456128960563315,0.18032131191253917
2706,1505,False,0.45612896102095646,0.18038797413505767
2707,1505,False,0.4561289610213373,0.18045463635757616
2708,1506,False,0.456128973779869,0.18052129858009466
2709,1505,False,0.45613160973996175,0.18058796080261316
2710,1505,False,0.4561316347519652,0.18065462302513166
2711,1505,False,0.45613163475445856,0.18072128524765016
2712,1506,False,0.4561316449638338,0.18078794747016866
2713,1505,False,0.45613164497033193,0.18085460969268716
2714,1505,False,0.45613164501508063,0.18092127191520566
2715,1505,False,0.45613164501508063,0.18098793413772415
2716,1506,False,0.4561316450949568,0.18105459636024265
2717,1506,False,0.4561316454550256,0.18112125858276115
2718,1506,False,0.4561316454550932,0.18118792080527965
2719,1506,False,0.45613164600745804,0.18125458302779815
2720,1506,False,0.4561316460116565,0.18132124525031665
2721,1505,False,0.4561316460128422,0.18138790747283515
2722,1506,False,0.4561316460144073,0.18145456969535365
2723,1507,False,0.4561316460144075,0.18152123191787214
2724,1507,False,0.45613173200151924,0.18158789414039064
2725,1507,False,0.4561317320015206,0.18165455636290914
2726,1508,False,0.4561317320042136,0.18172121858542764
2727,1509,False,0.45613173200553636,0.18178788080794614
2728,1509,False,0.45613174655078403,0.18185454303046464
2729,1509,False,0.45613174655078403,0.18192120525298314
2730,1508,False,0.456131746598185,0.18198786747550164
2731,1508,False,0.4561317465986697,0.18205452969802013
2732,1509,False,0.45613371995850854,0.18212119192053863
2733,1510,False,0.4561337199644107,0.18218785414305713
2734,1510,False,0.45613371996703567,0.18225451636557563
2735,1510,False,0.4561337199670359,0.18232117858809413
2736,1511,False,0.4561337199850531,0.18238784081061263
2737,1510,False,0.45613371999930874,0.18245450303313113
2738,1510,False,0.4561337218741063,0.18252116525564963
2739,1510,False,0.4561337218742105,0.18258782747816812
2740,1510,False,0.45613372187421086,0.18265448970068662
2741,1510,False,0.4561337218742244,0.18272115192320512
2742,1511,False,0.4561337219060578,0.18278781414572362
2743,1510,False,0.4561337219061525,0.18285447636824212
2744,1511,False,0.4561337219063422,0.18292113859076062
2745,1512,False,0.4561337248505907,0.18298780081327912
2746,1513,False,0.4561337248505907,0.18305446303579762
2747,1513,False,0.45613372485060494,0.18312112525831611
2748,1513,False,0.4561337726314259,0.1831877874808346
2749,1513,False,0.45613400103889695,0.1832544497033531
2750,1513,False,0.4561340011772377,0.1833211119258716
2751,1514,False,0.4561340028007208,0.1833877741483901
2752,1515,False,0.45613400280220806,0.1834544363709086
2753,1515,False,0.4561474561494862,0.1835210985934271
2754,1515,False,0.4561474561494862,0.1835877608159456
2755,1515,False,0.45614752505039174,0.1836544230384641
2756,1516,False,0.4561475250534395,0.1837210852609826
2757,1517,False,0.45614752505435646,0.1837877474835011
2758,1517,False,0.4561477822085521,0.1838544097060196
2759,1518,False,0.4561477928407243,0.1839210719285381
2760,1518,False,0.45617362499223385,0.1839877341510566
2761,1518,False,0.4562752446276518,0.1840543963735751
2762,1517,False,0.4562752446276519,0.1841210585960936
2763,1516,False,0.45627525423420334,0.1841877208186121
2764,1516,False,0.45627525429595905,0.1842543830411306
2765,1515,False,0.45646487135787067,0.1843210452636491
2766,1513,False,0.45659882049611566,0.1843877074861676
2767,1514,False,0.4565988205604378,0.1844543697086861
2768,1514,False,0.4565988228859548,0.1845210319312046
2769,1513,False,0.45659886934878635,0.1845876941537231
2770,1514,False,0.45659887017686296,0.18465435637624159
2771,1513,False,0.4566404871999235,0.18472101859876008
2772,1514,False,0.4566404871999663,0.18478768082127858
2773,1514,False,0.45664048720769684,0.18485434304379708
2774,1515,False,0.45664048720790007,0.18492100526631558
2775,1515,False,0.4566404877352456,0.18498766748883408
2776,1515,False,0.4566404877447922,0.18505432971135258
2777,1514,False,0.4566404967306328,0.18512099193387108
2778,1513,False,0.45664049673704665,0.18518765415638958
2779,1514,False,0.45664049673704765,0.18525431637890807
2780,1514,False,0.4566404967373179,0.18532097860142657
2781,1515,False,0.45664049877279156,0.18538764082394507
2782,1515,False,0.4566405264207829,0.18545430304646357
2783,1516,False,0.4566405464668976,0.18552096526898207
2784,1516,False,0.4566405464669244,0.18558762749150057
2785,1516,False,0.4566405464669245,0.18565428971401907
2786,1517,False,0.4566409107031414,0.18572095193653756
2787,1518,False,0.45664091646367344,0.18578761415905606
2788,1518,False,0.4566409214957364,0.18585427638157456
2789,1519,False,0.45664092220936464,0.18592093860409306
2790,1519,False,0.4566409222128162,0.18598760082661156
2791,1518,False,0.4566409222338888,0.18605426304913006
2792,1519,False,0.45664092223395536,0.18612092527164856
2793,1520,False,0.4566409222364292,0.18618758749416706
2794,1521,False,0.4566409222445928,0.18625424971668555
2795,1520,False,0.45664092224467717,0.18632091193920405
2796,1521,False,0.4566409265899503,0.18638757416172255
2797,1521,False,0.456640942301704,0.18645423638424105
2798,1522,False,0.4566409430568479,0.18652089860675955
2799,1523,False,0.45664094358236157,0.18658756082927805
2800,1523,False,0.4566409438456465,0.18665422305179655
2801,1523,False,0.45664094384564663,0.18672088527431505
2802,1523,False,0.45690931352098607,0.18678754749683354
2803,1523,False,0.4569093135979951,0.18685420971935204
2804,1524,False,0.45690931359829345,0.18692087194187054
2805,1525,False,0.4569093135984854,0.18698753416438904
2806,1526,False,0.4569093135984855,0.18705419638690754
2807,1526,False,0.4569093161910861,0.18712085860942604
2808,1527,False,0.45691951485117716,0.18718752083194454
2809,1527,False,0.45691951510198026,0.18725418305446304
2810,1526,False,0.45691951510516077,0.18732084527698153
2811,1526,False,0.45691951526720387,0.18738750749950003
2812,1526,False,0.4569195152680253,0.18745416972201853
2813,1526,False,0.4569195175516978,0.18752083194453703
2814,1526,False,0.456929689919181,0.18758749416705553
2815,1526,False,0.45692969250781656,0.18765415638957403
2816,1526,False,0.4569297425204414,0.18772081861209253
2817,1526,False,0.4569297455225997,0.18778748083461103
2818,1527,False,0.45692981650243175,0.18785414305712952
2819,1527,False,0.4569556538087546,0.18792080527964802
2820,1527,False,0.45695565424676443,0.18798746750216652
2821,1528,False,0.45695566390365633,0.18805412972468502
2822,1529,False,0.45695566405400856,0.18812079194720352
2823,1530,False,0.456964376528475,0.18818745416972202
2824,1530,False,0.4569643765285648,0.18825411639224052
2825,1530,False,0.456964376528565,0.18832077861475902
2826,1530,False,0.4569704935309199,0.18838744083727751
2827,1531,False,0.45697049353124886,0.188454103059796
2828,1532,False,0.45697050519782956,0.1885207652823145
2829,1533,False,0.45697050519786836,0.188587427504833
2830,1533,False,0.45697050521149823,0.1886540897273515
2831,1532,False,0.4569705052159515,0.18872075194987
2832,1531,False,0.45697050562791897,0.1887874141723885
2833,1531,False,0.45697050563083047,0.188854076394907
2834,1531,False,0.4569705056487215,0.1889207386174255
2835,1531,False,0.4569705056499746,0.188987400839944
2836,1531,False,0.4569706196315623,0.1890540630624625
2837,1532,False,0.45697061963244884,0.189120725284981
2838,1533,False,0.45697061963245095,0.1891873875074995
2839,1533,False,0.4569706196353988,0.189254049730018
2840,1534,False,0.4569706196355727,0.1893207119525365
2841,1534,False,0.45697061966754093,0.189387374175055
2842,1534,False,0.4569706198380247,0.1894540363975735
2843,1534,False,0.45697061984036275,0.189520698620092
2844,1534,False,0.45697063139631416,0.1895873608426105
2845,1534,False,0.4569706315666072,0.189654023065129
2846,1534,False,0.4569706315666601,0.1897206852876475
2847,1534,False,0.45697063162739143,0.189787347510166
2848,1535,False,0.4569706329215553,0.1898540097326845
2849,1536,False,0.45697063292185797,0.18992067195520299
2850,1536,False,0.45697063292185797,0.18998733417772148
2851,1536,False,0.45697063305209074,0.19005399640023998
2852,1536,False,0.45697063305212526,0.19012065862275848
2853,1534,False,0.4569714063044389,0.19018732084527698
2854,1534,False,0.4569724068601881,0.19025398306779548
2855,1534,False,0.4569724068711989,0.19032064529031398
2856,1535,False,0.4569724068758723,0.19038730751283248
2857,1535,False,0.45697240687600943,0.19045396973535098
2858,1536,False,0.45697240687650964,0.19052063195786947
2859,1536,False,0.4569724280695596,0.19058729418038797
2860,1537,False,0.4570030150382597,0.19065395640290647
2861,1537,False,0.4570030150383885,0.19072061862542497
2862,1537,False,0.4570030150445781,0.19078728084794347
2863,1538,False,0.4570279064573237,0.19085394307046197
2864,1539,False,0.4570279636657184,0.19092060529298047
2865,1539,False,0.4570279636661158,0.19098726751549897
2866,1539,False,0.4570280355141084,0.19105392973801746
2867,1539,False,0.45702803551762083,0.19112059196053596
2868,1540,False,0.4570280357559442,0.19118725418305446
2869,1541,False,0.45702803589186924,0.19125391640557296
2870,1541,False,0.4570280359002948,0.19132057862809146
2871,1541,False,0.4570280504107538,0.19138724085060996
2872,1542,False,0.4570281873149045,0.19145390307312846
2873,1543,False,0.45702818731490513,0.19152056529564696
2874,1544,False,0.4570282868185831,0.19158722751816545
2875,1543,False,0.45702843022131623,0.19165388974068395
2876,1543,False,0.45702849708156046,0.19172055196320245
2877,1543,False,0.4570284970818036,0.19178721418572095
2878,1543,False,0.45702870617336505,0.19185387640823945
2879,1542,False,0.45702870617336505,0.19192053863075795
2880,1542,False,0.45702870715773575,0.19198720085327645
2881,1543,False,0.4570287071602504,0.19205386307579494
2882,1544,False,0.4570287071602508,0.19212052529831344
2883,1545,False,0.4570287072017398,0.19218718752083194
2884,1543,False,0.45702892802123574,0.19225384974335044
2885,1543,False,0.45718880367837533,0.19232051196586894
2886,1543,False,0.4571888083846372,0.19238717418838744
2887,1544,False,0.45718880993096295,0.19245383641090594
2888,1544,False,0.4571889102723793,0.19252049863342444
2889,1544,False,0.4571889102751943,0.19258716085594293
2890,1543,False,0.45718891027538944,0.19265382307846143
2891,1544,False,0.457188911623628,0.19272048530097993
2892,1545,False,0.4571889180516825,0.19278714752349843
2893,1545,False,0.457188927516821,0.19285380974601693
2894,1542,False,0.46174726936858645,0.19292047196853543
2895,1542,False,0.46174726936867316,0.19298713419105393
2896,1543,False,0.461747270600888,0.19305379641357243
2897,1543,False,0.4617472706422858,0.19312045863609092
2898,1542,False,0.46174727064250926,0.19318712085860942
2899,1542,False,0.46174727067506055,0.19325378308112792
2900,1541,False,0.46174941007802145,0.19332044530364642
2901,1541,False,0.4617494657233685,0.19338710752616492
2902,1541,False,0.4617494657294477,0.19345376974868342
2903,1541,False,0.4617654167322675,0.19352043197120192
2904,1541,False,0.4617655243801824,0.19358709419372042
2905,1542,False,0.4617655273471012,0.19365375641623891
2906,1542,False,0.4617655288177323,0.1937204186387574
2907,1542,False,0.46176552881773486,0.1937870808612759
2908,1540,False,0.46176554726035673,0.1938537430837944
2909,1540,False,0.46322941288130687,0.1939204053063129
2910,1541,False,0.4632294128938354,0.1939870675288314
2911,1541,False,0.4632294129376221,0.1940537297513499
2912,1542,False,0.46322941293764164,0.1941203919738684
2913,1541,False,0.4632294156192096,0.1941870541963869
2914,1542,False,0.4632294156706957,0.1942537164189054
2915,1543,False,0.4632294224645115,0.1943203786414239
2916,1542,False,0.4632294227605066,0.1943870408639424
2917,1543,False,0.4632294227605293,0.1944537030864609
2918,1543,False,0.4632359968647695,0.1945203653089794
2919,1544,False,0.4632359968651911,0.1945870275314979
2920,1542,False,0.4632361840571085,0.1946536897540164
2921,1542,False,0.46323618948763207,0.1947203519765349
2922,1543,False,0.4632361894876322,0.1947870141990534
2923,1543,False,0.46323618949327583,0.1948536764215719
2924,1544,False,0.4632362164307672,0.1949203386440904
2925,1542,False,0.46323628059577054,0.1949870008666089
2926,1543,False,0.46323628059577054,0.1950536630891274
2927,1541,False,0.46323666584024237,0.1951203253116459
2928,1541,False,0.46323666728459817,0.19518698753416439
2929,1541,False,0.46323867409203195,0.19525364975668288
2930,1541,False,0.4632386740921918,0.19532031197920138
2931,1541,False,0.4632386740936178,0.19538697420171988
2932,1541,False,0.4632387093492689,0.19545363642423838
2933,1542,False,0.4632526810618414,0.19552029864675688
2934,1543,False,0.46325268545169224,0.19558696086927538
2935,1543,False,0.4632526854749704,0.19565362309179388
2936,1543,False,0.4632526854750015,0.19572028531431238
2937,1544,False,0.4632526856472659,0.19578694753683087
2938,1543,False,0.4632526856575664,0.19585360975934937
2939,1543,False,0.4632526856575664,0.19592027198186787
2940,1544,False,0.46325268844862916,0.19598693420438637
2941,1544,False,0.46325268845365924,0.19605359642690487
2942,1543,False,0.4632526884571117,0.19612025864942337
2943,1543,False,0.4632526884571742,0.19618692087194187
2944,1544,False,0.4632526884571742,0.19625358309446037
2945,1544,False,0.46325268845724804,0.19632024531697886
2946,1544,False,0.4632526954362279,0.19638690753949736
2947,1545,False,0.463252695436234,0.19645356976201586
2948,1545,False,0.463252695436234,0.19652023198453436
2949,1546,False,0.463252695436317,0.19658689420705286
2950,1546,False,0.46325269622253856,0.19665355642957136
2951,1547,False,0.4632526967965706,0.19672021865208986
2952,1548,False,0.46325270772590454,0.19678688087460836
2953,1548,False,0.4632527901156971,0.19685354309712685
2954,1548,False,0.4632528811704063,0.19692020531964535
2955,1548,False,0.46325288118573865,0.19698686754216385
2956,1548,False,0.46325288118576824,0.19705352976468235
2957,1549,False,0.46325288118587793,0.19712019198720085
2958,1548,False,0.46325309876939064,0.19718685420971935
2959,1549,False,0.463253098769391,0.19725351643223785
2960,1549,False,0.4632530998798686,0.19732017865475635
2961,1549,False,0.46325309988009633,0.19738684087727484
2962,1549,False,0.46325309988046826,0.19745350309979334
2963,1549,False,0.4632534988482947,0.19752016532231184
2964,1549,False,0.4632534988484559,0.19758682754483034
2965,1550,False,0.46325349884860934,0.19765348976734884
2966,1551,False,0.463253546204557,0.19772015198986734
2967,1551,False,0.4632535470556587,0.19778681421238584
2968,1551,False,0.4632536122970112,0.19785347643490434
2969,1551,False,0.46325362278726284,0.19792013865742283
2970,1552,False,0.4632536232160885,0.19798680087994133
2971,1552,False,0.4632536254711293,0.19805346310245983
2972,1552,False,0.4632544959198939,0.19812012532497833
2973,1552,False,0.46325449592253537,0.19818678754749683
2974,1552,False,0.4632544959234088,0.19825344977001533
